field_1,Grano,Año,Mes,Origen,Destino,Cantidad,EsFinal,Cantidades
"18785",Maiz,"2020","4",Santiago del Estero,Rosario N,"0.00512",True,
"18786",Maiz,"2015","5",Santiago del Estero,Rosario N,"0.010372920000000002",True,
"18787",Maiz,"2016","5",Santiago del Estero,Rosario N,"0.01816631",True,
"18788",Maiz,"2017","5",Santiago del Estero,Rosario N,"0.000598",True,
"18789",Maiz,"2018","5",Santiago del Estero,Rosario N,"0.013062569999999999",True,
"18790",Maiz,"2019","5",Santiago del Estero,Rosario N,"0.02989864",True,
"18791",Maiz,"2020","5",Santiago del Estero,Rosario N,"0.01137",True,
"18792",Maiz,"2015","6",Santiago del Estero,Rosario N,"0.01882416",True,
"18793",Maiz,"2016","6",Santiago del Estero,Rosario N,"0.01958076",True,
"18794",Maiz,"2017","6",Santiago del Estero,Rosario N,"0.012194479999999999",True,
"18795",Maiz,"2018","6",Santiago del Estero,Rosario N,"0.019334570000000002",True,
"18796",Maiz,"2019","6",Santiago del Estero,Rosario N,"0.036851629999999996",True,
"18797",Maiz,"2020","6",Santiago del Estero,Rosario N,"0.016398",True,
"18798",Maiz,"2015","7",Santiago del Estero,Rosario N,"0.047921339999999965",True,
"18799",Maiz,"2016","7",Santiago del Estero,Rosario N,"0.15174373000000008",True,
"18800",Maiz,"2017","7",Santiago del Estero,Rosario N,"0.12197107000000007",True,
"18801",Maiz,"2018","7",Santiago del Estero,Rosario N,"0.09941880999999995",True,
"18802",Maiz,"2019","7",Santiago del Estero,Rosario N,"0.12708366000000001",True,
"18803",Maiz,"2020","7",Santiago del Estero,Rosario N,"0.087854",True,
"18804",Maiz,"2015","8",Santiago del Estero,Rosario N,"0.030880949999999987",True,
"18805",Maiz,"2016","8",Santiago del Estero,Rosario N,"0.07485011",True,
"18806",Maiz,"2017","8",Santiago del Estero,Rosario N,"0.09729661",True,
"18807",Maiz,"2018","8",Santiago del Estero,Rosario N,"0.10420269999999998",True,
"18808",Maiz,"2019","8",Santiago del Estero,Rosario N,"0.09354462999999998",True,
"18809",Maiz,"2020","8",Santiago del Estero,Rosario N,"0.088252",True,
"18810",Maiz,"2015","9",Santiago del Estero,Rosario N,"0.017819090000000003",True,
"18811",Maiz,"2016","9",Santiago del Estero,Rosario N,"0.03923252",True,
"18812",Maiz,"2017","9",Santiago del Estero,Rosario N,"0.05517946",True,
"18813",Maiz,"2018","9",Santiago del Estero,Rosario N,"0.054415809999999995",True,
"18814",Maiz,"2019","9",Santiago del Estero,Rosario N,"0.06063201",True,
"18815",Maiz,"2020","9",Santiago del Estero,Rosario N,"0.022016",True,
"18816",Maiz,"2015","10",Santiago del Estero,Rosario N,"0.028675060000000006",True,
"18817",Maiz,"2016","10",Santiago del Estero,Rosario N,"0.03221444",True,
"18818",Maiz,"2017","10",Santiago del Estero,Rosario N,"0.07394635000000004",True,
"18819",Maiz,"2018","10",Santiago del Estero,Rosario N,"0.04674230000000001",True,
"18820",Maiz,"2019","10",Santiago del Estero,Rosario N,"0.08807951999999998",True,
"18821",Maiz,"2020","10",Santiago del Estero,Rosario N,"0.026",True,
"18822",Maiz,"2015","11",Santiago del Estero,Rosario N,"0.009302279999999998",True,
"18823",Maiz,"2016","11",Santiago del Estero,Rosario N,"0.028344150000000002",True,
"18824",Maiz,"2017","11",Santiago del Estero,Rosario N,"0.036062269999999993",True,
"18825",Maiz,"2018","11",Santiago del Estero,Rosario N,"0.02529609",True,
"18826",Maiz,"2019","11",Santiago del Estero,Rosario N,"0.06384091",True,
"18827",Maiz,"2020","11",Santiago del Estero,Rosario N,"0.005",True,
"18828",Maiz,"2015","12",Santiago del Estero,Rosario N,"0.024433989999999992",True,
"18829",Maiz,"2016","12",Santiago del Estero,Rosario N,"0.008566509999999998",True,
"18830",Maiz,"2017","12",Santiago del Estero,Rosario N,"0.042473870000000004",True,
"18831",Maiz,"2018","12",Santiago del Estero,Rosario N,"0.016273350000000002",True,
"18832",Maiz,"2019","12",Santiago del Estero,Rosario N,"0.08602884999999999",True,
"18833",Maiz,"2015","1",Santiago del Estero,Rosario S,"0.00012",True,
"18834",Maiz,"2016","1",Santiago del Estero,Rosario S,"0.00415",True,
"18835",Maiz,"2018","1",Santiago del Estero,Rosario S,"0.0025",True,
"18836",Maiz,"2019","1",Santiago del Estero,Rosario S,"0.0013915",True,
"18837",Maiz,"2020","1",Santiago del Estero,Rosario S,"0.00724",True,
"18838",Maiz,"2015","2",Santiago del Estero,Rosario S,"0.005243440000000001",True,
"18839",Maiz,"2016","2",Santiago del Estero,Rosario S,"0.02839384",True,
"18840",Maiz,"2017","2",Santiago del Estero,Rosario S,"0.030970240000000003",True,
"18841",Maiz,"2018","2",Santiago del Estero,Rosario S,"0.009339",True,
"18842",Maiz,"2019","2",Santiago del Estero,Rosario S,"0.00800329",True,
"18843",Maiz,"2020","2",Santiago del Estero,Rosario S,"0.00583",True,
"18844",Maiz,"2015","3",Santiago del Estero,Rosario S,"0.0016575599999999995",True,
"18845",Maiz,"2016","3",Santiago del Estero,Rosario S,"0.01128439",True,
"18846",Maiz,"2017","3",Santiago del Estero,Rosario S,"0.00180914",True,
"18847",Maiz,"2018","3",Santiago del Estero,Rosario S,"0.005255060000000001",True,
"18848",Maiz,"2019","3",Santiago del Estero,Rosario S,"0.004795459999999999",True,
"18849",Maiz,"2020","3",Santiago del Estero,Rosario S,"0.00674",True,
"18850",Maiz,"2015","4",Santiago del Estero,Rosario S,"0.00817",True,
"18851",Maiz,"2016","4",Santiago del Estero,Rosario S,"0.01340516",True,
"18852",Maiz,"2017","4",Santiago del Estero,Rosario S,"0.00277854",True,
"18853",Maiz,"2018","4",Santiago del Estero,Rosario S,"0.0010753300000000004",True,
"18854",Maiz,"2019","4",Santiago del Estero,Rosario S,"0.006276",True,
"18855",Maiz,"2020","4",Santiago del Estero,Rosario S,"0.00257",True,
"18856",Maiz,"2015","5",Santiago del Estero,Rosario S,"0.00280645",True,
"18857",Maiz,"2016","5",Santiago del Estero,Rosario S,"0.124617",True,
"18858",Maiz,"2017","5",Santiago del Estero,Rosario S,"0.00034931999999999997",True,
"18859",Maiz,"2018","5",Santiago del Estero,Rosario S,"0.002568",True,
"18860",Maiz,"2019","5",Santiago del Estero,Rosario S,"0.0005461199999999999",True,
"18861",Maiz,"2015","6",Santiago del Estero,Rosario S,"0.00304134",True,
"18862",Maiz,"2016","6",Santiago del Estero,Rosario S,"0.014761690000000001",True,
"18863",Maiz,"2017","6",Santiago del Estero,Rosario S,"0.006172",True,
"18864",Maiz,"2018","6",Santiago del Estero,Rosario S,"0.00473447",True,
"18865",Maiz,"2019","6",Santiago del Estero,Rosario S,"0.01782",True,
"18866",Maiz,"2020","6",Santiago del Estero,Rosario S,"0.00421",True,
"18867",Maiz,"2015","7",Santiago del Estero,Rosario S,"0.03806973",True,
"18868",Maiz,"2016","7",Santiago del Estero,Rosario S,"0.07211377",True,
"18869",Maiz,"2017","7",Santiago del Estero,Rosario S,"0.053186710000000005",True,
"18870",Maiz,"2018","7",Santiago del Estero,Rosario S,"0.034242589999999996",True,
"18871",Maiz,"2019","7",Santiago del Estero,Rosario S,"0.04962",True,
"18872",Maiz,"2020","7",Santiago del Estero,Rosario S,"0.03758",True,
"18873",Maiz,"2015","8",Santiago del Estero,Rosario S,"0.03823839",True,
"18874",Maiz,"2016","8",Santiago del Estero,Rosario S,"0.061037",True,
"18875",Maiz,"2017","8",Santiago del Estero,Rosario S,"0.016463050000000007",True,
"18876",Maiz,"2018","8",Santiago del Estero,Rosario S,"0.02785952",True,
"18877",Maiz,"2019","8",Santiago del Estero,Rosario S,"0.031713330000000005",True,
"18878",Maiz,"2020","8",Santiago del Estero,Rosario S,"0.036188",True,
"18879",Maiz,"2015","9",Santiago del Estero,Rosario S,"0.012105860000000001",True,
"18880",Maiz,"2016","9",Santiago del Estero,Rosario S,"0.014039999999999999",True,
"18881",Maiz,"2017","9",Santiago del Estero,Rosario S,"0.009275489999999999",True,
"18882",Maiz,"2018","9",Santiago del Estero,Rosario S,"0.03670217000000001",True,
"18883",Maiz,"2019","9",Santiago del Estero,Rosario S,"0.030936579999999995",True,
"18884",Maiz,"2020","9",Santiago del Estero,Rosario S,"0.0006",True,
"18885",Maiz,"2015","10",Santiago del Estero,Rosario S,"0.00248835",True,
"18886",Maiz,"2016","10",Santiago del Estero,Rosario S,"0.015740280000000002",True,
"18887",Maiz,"2017","10",Santiago del Estero,Rosario S,"0.0205",True,
"18888",Maiz,"2018","10",Santiago del Estero,Rosario S,"0.01801497",True,
"18889",Maiz,"2019","10",Santiago del Estero,Rosario S,"0.015067740000000001",True,
"18890",Maiz,"2015","11",Santiago del Estero,Rosario S,"0.01539957",True,
"18891",Maiz,"2016","11",Santiago del Estero,Rosario S,"0.007309900000000001",True,
"18892",Maiz,"2017","11",Santiago del Estero,Rosario S,"0.009208660000000002",True,
"18893",Maiz,"2018","11",Santiago del Estero,Rosario S,"0.005986020000000001",True,
"18894",Maiz,"2019","11",Santiago del Estero,Rosario S,"0.015210600000000001",True,
"18895",Maiz,"2015","12",Santiago del Estero,Rosario S,"0.02019305",True,
"18896",Maiz,"2016","12",Santiago del Estero,Rosario S,"0.00174575",True,
"18897",Maiz,"2017","12",Santiago del Estero,Rosario S,"0.02031916",True,
"18898",Maiz,"2018","12",Santiago del Estero,Rosario S,"0.01123961",True,
"18899",Maiz,"2019","12",Santiago del Estero,Rosario S,"0.02612805",True,
"18900",Maiz,"2020","12",Santiago del Estero,Rosario S,"0.004",True,
"18901",Maiz,"2016","2",Santiago del Estero,Zona 11,"8.75e-06",True,
"18902",Maiz,"2019","2",Santiago del Estero,Zona 11,"0.0006151",True,
"18903",Maiz,"2016","3",Santiago del Estero,Zona 11,"0.0003328400000000001",True,
"18904",Maiz,"2018","3",Santiago del Estero,Zona 11,"0.00024",True,
"18905",Maiz,"2019","3",Santiago del Estero,Zona 11,"0.00103124",True,
"18906",Maiz,"2015","4",Santiago del Estero,Zona 11,"0.00064",True,
"18907",Maiz,"2018","4",Santiago del Estero,Zona 11,"0.00049722",True,
"18908",Maiz,"2016","6",Santiago del Estero,Zona 11,"3e-05",True,
"18909",Maiz,"2017","6",Santiago del Estero,Zona 11,"0.00018",True,
"18910",Maiz,"2019","6",Santiago del Estero,Zona 11,"0.0004",True,
"18911",Maiz,"2016","7",Santiago del Estero,Zona 11,"0.0009",True,
"18912",Maiz,"2015","8",Santiago del Estero,Zona 11,"0.001",True,
"18913",Maiz,"2016","8",Santiago del Estero,Zona 11,"0.00011726",True,
"18914",Maiz,"2017","8",Santiago del Estero,Zona 11,"0.00011872",True,
"18915",Maiz,"2017","9",Santiago del Estero,Zona 11,"2.96e-05",True,
"18916",Maiz,"2018","9",Santiago del Estero,Zona 11,"9.888e-05",True,
"18917",Maiz,"2017","10",Santiago del Estero,Zona 11,"0.00023632",True,
"18918",Maiz,"2019","10",Santiago del Estero,Zona 11,"5.133e-05",True,
"18919",Maiz,"2016","11",Santiago del Estero,Zona 11,"4e-05",True,
"18920",Maiz,"2017","11",Santiago del Estero,Zona 11,"8.847999999999998e-05",True,
"18921",Maiz,"2017","12",Santiago del Estero,Zona 11,"0.00021587",True,
"18922",Maiz,"2018","12",Santiago del Estero,Zona 11,"6.193999999999999e-05",True,
"18923",Maiz,"2015","1",Santiago del Estero,Zona 12,"0.00012",True,
"18924",Maiz,"2016","1",Santiago del Estero,Zona 12,"0.00213138",True,
"18925",Maiz,"2017","1",Santiago del Estero,Zona 12,"2.796e-05",True,
"18926",Maiz,"2018","1",Santiago del Estero,Zona 12,"0.02732842",True,
"18927",Maiz,"2019","1",Santiago del Estero,Zona 12,"4.206e-05",True,
"18928",Maiz,"2020","1",Santiago del Estero,Zona 12,"0.00093",True,
"18929",Maiz,"2015","2",Santiago del Estero,Zona 12,"0.00124",True,
"18930",Maiz,"2016","2",Santiago del Estero,Zona 12,"0.00116911",True,
"18931",Maiz,"2017","2",Santiago del Estero,Zona 12,"0.00023804",True,
"18932",Maiz,"2018","2",Santiago del Estero,Zona 12,"0.00338296",True,
"18933",Maiz,"2019","2",Santiago del Estero,Zona 12,"0.0016923200000000004",True,
"18934",Maiz,"2020","2",Santiago del Estero,Zona 12,"0.00012",True,
"18935",Maiz,"2015","3",Santiago del Estero,Zona 12,"0.0003",True,
"18936",Maiz,"2016","3",Santiago del Estero,Zona 12,"0.006114949999999999",True,
"18937",Maiz,"2017","3",Santiago del Estero,Zona 12,"0.0009859999999999997",True,
"18938",Maiz,"2018","3",Santiago del Estero,Zona 12,"0.0014579800000000002",True,
"18939",Maiz,"2019","3",Santiago del Estero,Zona 12,"0.00049923",True,
"18940",Maiz,"2015","4",Santiago del Estero,Zona 12,"0.00324515",True,
"18941",Maiz,"2016","4",Santiago del Estero,Zona 12,"0.0022421800000000007",True,
"18942",Maiz,"2017","4",Santiago del Estero,Zona 12,"0.0011508800000000002",True,
"18943",Maiz,"2018","4",Santiago del Estero,Zona 12,"0.0003208900000000001",True,
"18944",Maiz,"2020","4",Santiago del Estero,Zona 12,"0.00015",True,
"18945",Maiz,"2015","5",Santiago del Estero,Zona 12,"0.00022823",True,
"18946",Maiz,"2016","5",Santiago del Estero,Zona 12,"0.0017379299999999995",True,
"18947",Maiz,"2017","5",Santiago del Estero,Zona 12,"2.62e-06",True,
"18948",Maiz,"2018","5",Santiago del Estero,Zona 12,"0.0005475",True,
"18949",Maiz,"2019","5",Santiago del Estero,Zona 12,"0.000145",True,
"18950",Maiz,"2015","6",Santiago del Estero,Zona 12,"0.00091265",True,
"18951",Maiz,"2016","6",Santiago del Estero,Zona 12,"0.0020869400000000002",True,
"18952",Maiz,"2017","6",Santiago del Estero,Zona 12,"0.0033216",True,
"18953",Maiz,"2018","6",Santiago del Estero,Zona 12,"0.001",True,
"18954",Maiz,"2019","6",Santiago del Estero,Zona 12,"2.049e-05",True,
"18955",Maiz,"2020","6",Santiago del Estero,Zona 12,"0.00112",True,
"18956",Maiz,"2015","7",Santiago del Estero,Zona 12,"0.00041975",True,
"18957",Maiz,"2016","7",Santiago del Estero,Zona 12,"0.007127259999999997",True,
"18958",Maiz,"2017","7",Santiago del Estero,Zona 12,"0.00214695",True,
"18959",Maiz,"2018","7",Santiago del Estero,Zona 12,"0.0044471599999999995",True,
"18960",Maiz,"2019","7",Santiago del Estero,Zona 12,"0.0024251100000000003",True,
"18961",Maiz,"2020","7",Santiago del Estero,Zona 12,"0.009735",True,
"18962",Maiz,"2015","8",Santiago del Estero,Zona 12,"0.00352089",True,
"18963",Maiz,"2016","8",Santiago del Estero,Zona 12,"0.0025664300000000006",True,
"18964",Maiz,"2017","8",Santiago del Estero,Zona 12,"0.00488883",True,
"18965",Maiz,"2018","8",Santiago del Estero,Zona 12,"0.00135698",True,
"18966",Maiz,"2019","8",Santiago del Estero,Zona 12,"0.003273630000000001",True,
"18967",Maiz,"2020","8",Santiago del Estero,Zona 12,"0.00529",True,
"18968",Maiz,"2015","9",Santiago del Estero,Zona 12,"0.0008101700000000001",True,
"18969",Maiz,"2016","9",Santiago del Estero,Zona 12,"0.00286986",True,
"18970",Maiz,"2017","9",Santiago del Estero,Zona 12,"0.00127753",True,
"18971",Maiz,"2018","9",Santiago del Estero,Zona 12,"9.67e-05",True,
"18972",Maiz,"2019","9",Santiago del Estero,Zona 12,"0.003039140000000001",True,
"18973",Maiz,"2015","10",Santiago del Estero,Zona 12,"0.00292487",True,
"18974",Maiz,"2016","10",Santiago del Estero,Zona 12,"0.0025658",True,
"18975",Maiz,"2017","10",Santiago del Estero,Zona 12,"0.0015332699999999998",True,
"18976",Maiz,"2018","10",Santiago del Estero,Zona 12,"0.00036199",True,
"18977",Maiz,"2019","10",Santiago del Estero,Zona 12,"0.00079327",True,
"18978",Maiz,"2015","11",Santiago del Estero,Zona 12,"0.00027699",True,
"18979",Maiz,"2016","11",Santiago del Estero,Zona 12,"0.0022059899999999997",True,
"18980",Maiz,"2017","11",Santiago del Estero,Zona 12,"0.0009386",True,
"18981",Maiz,"2018","11",Santiago del Estero,Zona 12,"0.0005158000000000002",True,
"18982",Maiz,"2019","11",Santiago del Estero,Zona 12,"0.00225025",True,
"18983",Maiz,"2015","12",Santiago del Estero,Zona 12,"0.00069236",True,
"18984",Maiz,"2016","12",Santiago del Estero,Zona 12,"0.00114275",True,
"18985",Maiz,"2017","12",Santiago del Estero,Zona 12,"0.0016554300000000005",True,
"18986",Maiz,"2018","12",Santiago del Estero,Zona 12,"0.00049065",True,
"18987",Maiz,"2019","12",Santiago del Estero,Zona 12,"0.0007529599999999998",True,
"18988",Maiz,"2015","1",Santiago del Estero,Zona 13,"0.00275",True,
"18989",Maiz,"2016","1",Santiago del Estero,Zona 13,"0.0006",True,
"18990",Maiz,"2017","1",Santiago del Estero,Zona 13,"0.00211591",True,
"18991",Maiz,"2018","1",Santiago del Estero,Zona 13,"0.00029174",True,
"18992",Maiz,"2019","1",Santiago del Estero,Zona 13,"0.00327",True,
"18993",Maiz,"2015","2",Santiago del Estero,Zona 13,"0.00657724",True,
"18994",Maiz,"2016","2",Santiago del Estero,Zona 13,"0.0021",True,
"18995",Maiz,"2017","2",Santiago del Estero,Zona 13,"0.0011373",True,
"18996",Maiz,"2018","2",Santiago del Estero,Zona 13,"0.0019201600000000002",True,
"18997",Maiz,"2019","2",Santiago del Estero,Zona 13,"0.00395",True,
"18998",Maiz,"2020","2",Santiago del Estero,Zona 13,"0.001",True,
"18999",Maiz,"2015","3",Santiago del Estero,Zona 13,"0.00024016",True,
"19000",Maiz,"2016","3",Santiago del Estero,Zona 13,"0.00051073",True,
"19001",Maiz,"2017","3",Santiago del Estero,Zona 13,"0.00084",True,
"19002",Maiz,"2019","3",Santiago del Estero,Zona 13,"0.001998",True,
"19003",Maiz,"2016","4",Santiago del Estero,Zona 13,"0.0015",True,
"19004",Maiz,"2017","4",Santiago del Estero,Zona 13,"0.00018",True,
"19005",Maiz,"2018","4",Santiago del Estero,Zona 13,"0.00101",True,
"19006",Maiz,"2015","5",Santiago del Estero,Zona 13,"0.00243",True,
"19007",Maiz,"2016","5",Santiago del Estero,Zona 13,"0.00015",True,
"19008",Maiz,"2018","5",Santiago del Estero,Zona 13,"0.0018171800000000005",True,
"19009",Maiz,"2015","6",Santiago del Estero,Zona 13,"0.00473",True,
"19010",Maiz,"2016","6",Santiago del Estero,Zona 13,"0.007764439999999999",True,
"19011",Maiz,"2017","6",Santiago del Estero,Zona 13,"0.00021107",True,
"19012",Maiz,"2018","6",Santiago del Estero,Zona 13,"0.003734",True,
"19013",Maiz,"2019","6",Santiago del Estero,Zona 13,"0.0003",True,
"19014",Maiz,"2015","7",Santiago del Estero,Zona 13,"0.00371",True,
"19015",Maiz,"2016","7",Santiago del Estero,Zona 13,"0.00526849",True,
"19016",Maiz,"2017","7",Santiago del Estero,Zona 13,"0.00339",True,
"19017",Maiz,"2018","7",Santiago del Estero,Zona 13,"0.0051538",True,
"19018",Maiz,"2019","7",Santiago del Estero,Zona 13,"0.00204",True,
"19019",Maiz,"2015","8",Santiago del Estero,Zona 13,"0.013818",True,
"19020",Maiz,"2016","8",Santiago del Estero,Zona 13,"0.0069207",True,
"19021",Maiz,"2017","8",Santiago del Estero,Zona 13,"0.0069",True,
"19022",Maiz,"2018","8",Santiago del Estero,Zona 13,"0.0031935",True,
"19023",Maiz,"2019","8",Santiago del Estero,Zona 13,"0.00218",True,
"19024",Maiz,"2015","9",Santiago del Estero,Zona 13,"0.01608",True,
"19025",Maiz,"2016","9",Santiago del Estero,Zona 13,"0.01139192",True,
"19026",Maiz,"2017","9",Santiago del Estero,Zona 13,"0.01598",True,
"19027",Maiz,"2018","9",Santiago del Estero,Zona 13,"0.0039325900000000006",True,
"19028",Maiz,"2019","9",Santiago del Estero,Zona 13,"0.00408",True,
"19029",Maiz,"2015","10",Santiago del Estero,Zona 13,"0.01912821",True,
"19030",Maiz,"2016","10",Santiago del Estero,Zona 13,"0.00894345",True,
"19031",Maiz,"2017","10",Santiago del Estero,Zona 13,"0.00354",True,
"19032",Maiz,"2018","10",Santiago del Estero,Zona 13,"0.00664",True,
"19033",Maiz,"2019","10",Santiago del Estero,Zona 13,"0.00509",True,
"19034",Maiz,"2015","11",Santiago del Estero,Zona 13,"0.01322",True,
"19035",Maiz,"2016","11",Santiago del Estero,Zona 13,"0.00407963",True,
"19036",Maiz,"2017","11",Santiago del Estero,Zona 13,"0.00438",True,
"19037",Maiz,"2018","11",Santiago del Estero,Zona 13,"0.00769",True,
"19038",Maiz,"2019","11",Santiago del Estero,Zona 13,"0.0092488",True,
"19039",Maiz,"2015","12",Santiago del Estero,Zona 13,"0.018695",True,
"19040",Maiz,"2016","12",Santiago del Estero,Zona 13,"0.00631",True,
"19041",Maiz,"2017","12",Santiago del Estero,Zona 13,"0.0090495",True,
"19042",Maiz,"2018","12",Santiago del Estero,Zona 13,"0.00706",True,
"19043",Maiz,"2019","12",Santiago del Estero,Zona 13,"0.00852",True,
"19044",Maiz,"2015","1",Santiago del Estero,Zona 14,"0.00054071",True,
"19045",Maiz,"2016","1",Santiago del Estero,Zona 14,"0.00363627",True,
"19046",Maiz,"2017","1",Santiago del Estero,Zona 14,"0.0024498000000000002",True,
"19047",Maiz,"2018","1",Santiago del Estero,Zona 14,"0.012555429999999996",True,
"19048",Maiz,"2019","1",Santiago del Estero,Zona 14,"8.47e-05",True,
"19049",Maiz,"2020","1",Santiago del Estero,Zona 14,"0.00024",True,
"19050",Maiz,"2015","2",Santiago del Estero,Zona 14,"0.002127",True,
"19051",Maiz,"2016","2",Santiago del Estero,Zona 14,"0.00584372",True,
"19052",Maiz,"2017","2",Santiago del Estero,Zona 14,"0.00639184",True,
"19053",Maiz,"2018","2",Santiago del Estero,Zona 14,"0.005521179999999999",True,
"19054",Maiz,"2019","2",Santiago del Estero,Zona 14,"0.007641799999999998",True,
"19055",Maiz,"2015","3",Santiago del Estero,Zona 14,"0.0010370899999999998",True,
"19056",Maiz,"2016","3",Santiago del Estero,Zona 14,"0.00407484",True,
"19057",Maiz,"2017","3",Santiago del Estero,Zona 14,"0.00268412",True,
"19058",Maiz,"2018","3",Santiago del Estero,Zona 14,"0.00936356",True,
"19059",Maiz,"2019","3",Santiago del Estero,Zona 14,"0.00235833",True,
"19060",Maiz,"2015","4",Santiago del Estero,Zona 14,"0.01157805",True,
"19061",Maiz,"2016","4",Santiago del Estero,Zona 14,"0.006361680000000001",True,
"19062",Maiz,"2017","4",Santiago del Estero,Zona 14,"0.0006316200000000001",True,
"19063",Maiz,"2018","4",Santiago del Estero,Zona 14,"0.00219366",True,
"19064",Maiz,"2019","4",Santiago del Estero,Zona 14,"0.0038318099999999997",True,
"19065",Maiz,"2015","5",Santiago del Estero,Zona 14,"0.0035",True,
"19066",Maiz,"2016","5",Santiago del Estero,Zona 14,"0.0033008200000000003",True,
"19067",Maiz,"2017","5",Santiago del Estero,Zona 14,"0.00117748",True,
"19068",Maiz,"2018","5",Santiago del Estero,Zona 14,"0.00104762",True,
"19069",Maiz,"2019","5",Santiago del Estero,Zona 14,"0.00266185",True,
"19070",Maiz,"2015","6",Santiago del Estero,Zona 14,"0.00347",True,
"19071",Maiz,"2016","6",Santiago del Estero,Zona 14,"0.011108610000000001",True,
"19072",Maiz,"2017","6",Santiago del Estero,Zona 14,"0.0082828",True,
"19073",Maiz,"2018","6",Santiago del Estero,Zona 14,"0.00282594",True,
"19074",Maiz,"2019","6",Santiago del Estero,Zona 14,"0.0030882199999999996",True,
"19075",Maiz,"2020","6",Santiago del Estero,Zona 14,"0.00212",True,
"19076",Maiz,"2015","7",Santiago del Estero,Zona 14,"0.0065035",True,
"19077",Maiz,"2016","7",Santiago del Estero,Zona 14,"0.0145449",True,
"19078",Maiz,"2017","7",Santiago del Estero,Zona 14,"0.04233106",True,
"19079",Maiz,"2018","7",Santiago del Estero,Zona 14,"0.021219680000000005",True,
"19080",Maiz,"2019","7",Santiago del Estero,Zona 14,"0.02166863",True,
"19081",Maiz,"2020","7",Santiago del Estero,Zona 14,"0.0014",True,
"19082",Maiz,"2015","8",Santiago del Estero,Zona 14,"0.008845380000000002",True,
"19083",Maiz,"2016","8",Santiago del Estero,Zona 14,"0.0313812",True,
"19084",Maiz,"2017","8",Santiago del Estero,Zona 14,"0.014842840000000006",True,
"19085",Maiz,"2018","8",Santiago del Estero,Zona 14,"0.017358239999999997",True,
"19086",Maiz,"2019","8",Santiago del Estero,Zona 14,"0.021430150000000002",True,
"19087",Maiz,"2020","8",Santiago del Estero,Zona 14,"0.0005",True,
"19088",Maiz,"2015","9",Santiago del Estero,Zona 14,"0.0067481400000000006",True,
"19089",Maiz,"2016","9",Santiago del Estero,Zona 14,"0.00612446",True,
"19090",Maiz,"2017","9",Santiago del Estero,Zona 14,"0.035917320000000016",True,
"19091",Maiz,"2018","9",Santiago del Estero,Zona 14,"0.07370701000000002",True,
"19092",Maiz,"2019","9",Santiago del Estero,Zona 14,"0.0154967",True,
"19093",Maiz,"2020","9",Santiago del Estero,Zona 14,"0.0005",True,
"19094",Maiz,"2015","10",Santiago del Estero,Zona 14,"0.00514142",True,
"19095",Maiz,"2016","10",Santiago del Estero,Zona 14,"0.005931670000000001",True,
"19096",Maiz,"2017","10",Santiago del Estero,Zona 14,"0.018227720000000003",True,
"19097",Maiz,"2018","10",Santiago del Estero,Zona 14,"0.005628039999999999",True,
"19098",Maiz,"2019","10",Santiago del Estero,Zona 14,"0.009662190000000001",True,
"19099",Maiz,"2015","11",Santiago del Estero,Zona 14,"0.00504053",True,
"19100",Maiz,"2016","11",Santiago del Estero,Zona 14,"0.003586",True,
"19101",Maiz,"2017","11",Santiago del Estero,Zona 14,"0.00809935",True,
"19102",Maiz,"2018","11",Santiago del Estero,Zona 14,"0.0069622799999999995",True,
"19103",Maiz,"2019","11",Santiago del Estero,Zona 14,"0.006825739999999999",True,
"19104",Maiz,"2015","12",Santiago del Estero,Zona 14,"0.008757770000000002",True,
"19105",Maiz,"2016","12",Santiago del Estero,Zona 14,"0.01310425",True,
"19106",Maiz,"2017","12",Santiago del Estero,Zona 14,"0.016406699999999993",True,
"19107",Maiz,"2018","12",Santiago del Estero,Zona 14,"0.01314083",True,
"19108",Maiz,"2019","12",Santiago del Estero,Zona 14,"0.03061324",True,
"19109",Maiz,"2017","1",Santiago del Estero,Zona 15,"0.0015",True,
"19110",Maiz,"2020","1",Santiago del Estero,Zona 15,"0.0016",True,
"19111",Maiz,"2015","2",Santiago del Estero,Zona 15,"0.00056427",True,
"19112",Maiz,"2016","2",Santiago del Estero,Zona 15,"0.003",True,
"19113",Maiz,"2017","2",Santiago del Estero,Zona 15,"2.964e-05",True,
"19114",Maiz,"2015","3",Santiago del Estero,Zona 15,"0.00024",True,
"19115",Maiz,"2017","3",Santiago del Estero,Zona 15,"0.0004",True,
"19116",Maiz,"2019","3",Santiago del Estero,Zona 15,"0.0091307",True,
"19117",Maiz,"2015","4",Santiago del Estero,Zona 15,"0.014094569999999999",True,
"19118",Maiz,"2016","4",Santiago del Estero,Zona 15,"0.00396658",True,
"19119",Maiz,"2018","4",Santiago del Estero,Zona 15,"0.0007308199999999999",True,
"19120",Maiz,"2019","4",Santiago del Estero,Zona 15,"0.000939",True,
"19121",Maiz,"2015","5",Santiago del Estero,Zona 15,"0.00052433",True,
"19122",Maiz,"2016","5",Santiago del Estero,Zona 15,"0.003093",True,
"19123",Maiz,"2017","5",Santiago del Estero,Zona 15,"0.00053958",True,
"19124",Maiz,"2018","5",Santiago del Estero,Zona 15,"0.0006",True,
"19125",Maiz,"2019","5",Santiago del Estero,Zona 15,"0.00494424",True,
"19126",Maiz,"2020","5",Santiago del Estero,Zona 15,"0.0006",True,
