field_1,Grano,Año,Mes,Origen,Destino,Cantidad,EsFinal,Cantidades
"29996",Maiz,"2015","8",San Luis,Zona 10,"0.0028143200000000004",False,
"29997",Maiz,"2016","8",San Luis,Zona 10,"0.0005039900000000001",False,
"29998",Maiz,"2017","8",San Luis,Zona 10,"0.00747541",False,
"29999",Maiz,"2018","8",San Luis,Zona 10,"0.0012",False,
"30000",Maiz,"2019","8",San Luis,Zona 10,"0.00282119",False,
"30001",Maiz,"2015","9",San Luis,Zona 10,"0.00110063",False,
"30002",Maiz,"2017","9",San Luis,Zona 10,"0.009238969999999999",False,
"30003",Maiz,"2018","9",San Luis,Zona 10,"0.00038553",False,
"30004",Maiz,"2019","9",San Luis,Zona 10,"0.0008553300000000001",False,
"30005",Maiz,"2015","10",San Luis,Zona 10,"0.00165431",False,
"30006",Maiz,"2016","10",San Luis,Zona 10,"0.00018924",False,
"30007",Maiz,"2017","10",San Luis,Zona 10,"0.00048174000000000003",False,
"30008",Maiz,"2018","10",San Luis,Zona 10,"0.0009332699999999999",False,
"30009",Maiz,"2019","10",San Luis,Zona 10,"0.00081",False,
"30010",Maiz,"2015","11",San Luis,Zona 10,"0.00147429",False,
"30011",Maiz,"2016","11",San Luis,Zona 10,"3e-05",False,
"30012",Maiz,"2017","11",San Luis,Zona 10,"0.001",False,
"30013",Maiz,"2018","11",San Luis,Zona 10,"0.00090297",False,
"30014",Maiz,"2019","11",San Luis,Zona 10,"0.00064608",False,
"30015",Maiz,"2015","12",San Luis,Zona 10,"0.00229711",False,
"30016",Maiz,"2016","12",San Luis,Zona 10,"0.00018",False,
"30017",Maiz,"2017","12",San Luis,Zona 10,"0.00031294",False,
"30018",Maiz,"2018","12",San Luis,Zona 10,"0.0001013",False,
"30019",Maiz,"2019","12",San Luis,Zona 10,"6e-05",False,
"30020",Maiz,"2017","1",San Luis,Zona 11,"0.00014322",False,
"30021",Maiz,"2017","3",San Luis,Zona 11,"0.00029756",False,
"30022",Maiz,"2016","5",San Luis,Zona 11,"0.00030204",False,
"30023",Maiz,"2018","5",San Luis,Zona 11,"8.06e-05",False,
"30024",Maiz,"2016","6",San Luis,Zona 11,"0.00036254",False,
"30025",Maiz,"2017","6",San Luis,Zona 11,"0.002",False,
"30026",Maiz,"2017","7",San Luis,Zona 11,"2.8760000000000002e-05",False,
"30027",Maiz,"2016","9",San Luis,Zona 11,"0.0007",False,
"30028",Maiz,"2016","12",San Luis,Zona 11,"0.00028106",False,
"30029",Maiz,"2020","6",San Luis,Zona 12,"0.00033",False,
"30030",Maiz,"2016","11",San Luis,Zona 13,"3.02e-05",False,
"30031",Maiz,"2020","7",San Luis,Zona 14,"0.00022",False,
"30032",Maiz,"2017","8",San Luis,Zona 14,"0.00038044",False,
"30033",Maiz,"2017","11",San Luis,Zona 14,"0.0004107",False,
"30034",Maiz,"2018","11",San Luis,Zona 14,"0.00012",False,
"30035",Maiz,"2015","3",San Luis,Zona 18,"2.9e-05",False,
"30036",Maiz,"2015","3",San Luis,Zona 2,"0.0002",False,
"30037",Maiz,"2016","8",San Luis,Zona 5,"0.0005",False,
"30038",Maiz,"2016","7",San Luis,Zona 7,"0.00021719",False,
"30039",Maiz,"2016","10",San Luis,Zona 7,"0.0005280700000000001",False,
"30040",Maiz,"2017","4",San Luis,Zona 8,"8.75e-06",False,
"30041",Maiz,"2019","12",San Luis,Zona 8,"1.134e-05",False,
"30042",Maiz,"2016","1",San Luis,Zona 9,"0.00029",False,
"30043",Maiz,"2018","1",San Luis,Zona 9,"0.00015178000000000001",False,
"30044",Maiz,"2019","1",San Luis,Zona 9,"0.00021591999999999998",False,
"30045",Maiz,"2015","2",San Luis,Zona 9,"0.00024035",False,
"30046",Maiz,"2016","2",San Luis,Zona 9,"6.110000000000001e-05",False,
"30047",Maiz,"2018","2",San Luis,Zona 9,"0.00148803",False,
"30048",Maiz,"2019","2",San Luis,Zona 9,"0.00068623",False,
"30049",Maiz,"2015","3",San Luis,Zona 9,"0.00043216",False,
"30050",Maiz,"2016","3",San Luis,Zona 9,"0.0002944",False,
"30051",Maiz,"2018","3",San Luis,Zona 9,"0.00039705000000000003",False,
"30052",Maiz,"2019","3",San Luis,Zona 9,"2.838e-05",False,
"30053",Maiz,"2015","4",San Luis,Zona 9,"0.00048097000000000005",False,
"30054",Maiz,"2016","4",San Luis,Zona 9,"0.0008091",False,
"30055",Maiz,"2018","4",San Luis,Zona 9,"0.0007025099999999999",False,
"30056",Maiz,"2019","4",San Luis,Zona 9,"1.955e-05",False,
"30057",Maiz,"2015","5",San Luis,Zona 9,"0.00195895",False,
"30058",Maiz,"2016","5",San Luis,Zona 9,"0.0003",False,
"30059",Maiz,"2018","5",San Luis,Zona 9,"0.00030234000000000006",False,
"30060",Maiz,"2015","6",San Luis,Zona 9,"0.00010876999999999999",False,
"30061",Maiz,"2016","6",San Luis,Zona 9,"0.00036658999999999997",False,
"30062",Maiz,"2018","6",San Luis,Zona 9,"0.00169114",False,
"30063",Maiz,"2015","7",San Luis,Zona 9,"0.002",False,
"30064",Maiz,"2016","7",San Luis,Zona 9,"0.00332269",False,
"30065",Maiz,"2018","7",San Luis,Zona 9,"0.0013065",False,
"30066",Maiz,"2019","7",San Luis,Zona 9,"2.557e-05",False,
"30067",Maiz,"2015","8",San Luis,Zona 9,"0.0021071799999999997",False,
"30068",Maiz,"2016","8",San Luis,Zona 9,"0.00357999",False,
"30069",Maiz,"2018","8",San Luis,Zona 9,"0.00024681",False,
"30070",Maiz,"2019","8",San Luis,Zona 9,"0.00034616000000000003",False,
"30071",Maiz,"2015","9",San Luis,Zona 9,"0.00016558000000000002",False,
"30072",Maiz,"2016","9",San Luis,Zona 9,"0.0014546700000000001",False,
"30073",Maiz,"2017","9",San Luis,Zona 9,"6.579e-05",False,
"30074",Maiz,"2018","9",San Luis,Zona 9,"0.00048577999999999995",False,
"30075",Maiz,"2019","9",San Luis,Zona 9,"0.00051597",False,
"30076",Maiz,"2016","10",San Luis,Zona 9,"3.112e-05",False,
"30077",Maiz,"2018","10",San Luis,Zona 9,"0.0010625699999999999",False,
"30078",Maiz,"2019","10",San Luis,Zona 9,"0.0003451700000000001",False,
"30079",Maiz,"2017","11",San Luis,Zona 9,"3.006e-05",False,
"30080",Maiz,"2018","11",San Luis,Zona 9,"2.511e-05",False,
"30081",Maiz,"2019","11",San Luis,Zona 9,"4.606e-05",False,
"30082",Maiz,"2016","12",San Luis,Zona 9,"0.00019",False,
"30083",Maiz,"2017","12",San Luis,Zona 9,"0.00013311",False,
"30084",Maiz,"2018","12",San Luis,Zona 9,"0.00055546",False,
"30085",Maiz,"2019","12",San Luis,Zona 9,"0.00023499",False,
"30086",Soja,"2020","5",San Luis,B.Blanca,"0.00063",False,
"30087",Soja,"2015","7",San Luis,Bs As,"3e-05",False,
"30088",Soja,"2017","11",San Luis,Bs As,"0.00015",False,
"30089",Soja,"2019","6",San Luis,Cordoba,"0.0003",False,
"30090",Soja,"2017","4",San Luis,Quequen,"0.001",False,
"30091",Soja,"2017","5",San Luis,Quequen,"0.00015",False,
"30092",Soja,"2015","11",San Luis,Quequen,"3e-05",False,
"30093",Soja,"2015","1",San Luis,Rosario N,"0.0003",False,
"30094",Soja,"2016","1",San Luis,Rosario N,"0.00026566000000000003",False,
"30095",Soja,"2017","1",San Luis,Rosario N,"0.00027212",False,
"30096",Soja,"2018","1",San Luis,Rosario N,"0.00021377",False,
"30097",Soja,"2019","1",San Luis,Rosario N,"3.683e-05",False,
"30098",Soja,"2016","2",San Luis,Rosario N,"0.00012",False,
"30099",Soja,"2017","2",San Luis,Rosario N,"0.00032445",False,
"30100",Soja,"2018","2",San Luis,Rosario N,"1.7780000000000003e-05",False,
"30101",Soja,"2019","2",San Luis,Rosario N,"3e-05",False,
"30102",Soja,"2016","3",San Luis,Rosario N,"0.00012",False,
"30103",Soja,"2017","3",San Luis,Rosario N,"0.0006014600000000001",False,
"30104",Soja,"2018","3",San Luis,Rosario N,"0.00042",False,
"30105",Soja,"2019","3",San Luis,Rosario N,"5.7150000000000014e-05",False,
"30106",Soja,"2016","4",San Luis,Rosario N,"0.00066",False,
"30107",Soja,"2017","4",San Luis,Rosario N,"0.00086",False,
"30108",Soja,"2018","4",San Luis,Rosario N,"0.00074",False,
"30109",Soja,"2019","4",San Luis,Rosario N,"0.00102",False,
"30110",Soja,"2015","5",San Luis,Rosario N,"7.594e-05",False,
"30111",Soja,"2016","5",San Luis,Rosario N,"0.000296",False,
"30112",Soja,"2017","5",San Luis,Rosario N,"0.0006580100000000001",False,
"30113",Soja,"2018","5",San Luis,Rosario N,"0.0012268",False,
"30114",Soja,"2019","5",San Luis,Rosario N,"0.00165",False,
"30115",Soja,"2020","5",San Luis,Rosario N,"0.000696",False,
"30116",Soja,"2016","6",San Luis,Rosario N,"0.00231237",False,
"30117",Soja,"2017","6",San Luis,Rosario N,"0.0030925500000000003",False,
"30118",Soja,"2018","6",San Luis,Rosario N,"6e-05",False,
"30119",Soja,"2019","6",San Luis,Rosario N,"0.00054",False,
"30120",Soja,"2015","7",San Luis,Rosario N,"0.00103066",False,
"30121",Soja,"2016","7",San Luis,Rosario N,"0.00216394",False,
"30122",Soja,"2017","7",San Luis,Rosario N,"0.00022044",False,
"30123",Soja,"2018","7",San Luis,Rosario N,"0.00033",False,
"30124",Soja,"2015","8",San Luis,Rosario N,"0.00171116",False,
"30125",Soja,"2016","8",San Luis,Rosario N,"0.00018083000000000002",False,
"30126",Soja,"2017","8",San Luis,Rosario N,"0.00096",False,
"30127",Soja,"2018","8",San Luis,Rosario N,"0.00015",False,
"30128",Soja,"2019","8",San Luis,Rosario N,"0.000122",False,
"30129",Soja,"2015","9",San Luis,Rosario N,"0.00138",False,
"30130",Soja,"2016","9",San Luis,Rosario N,"0.00021319999999999998",False,
"30131",Soja,"2018","9",San Luis,Rosario N,"0.00013365",False,
"30132",Soja,"2019","9",San Luis,Rosario N,"0.0006",False,
"30133",Soja,"2015","10",San Luis,Rosario N,"0.00809",False,
"30134",Soja,"2016","10",San Luis,Rosario N,"0.00024",False,
"30135",Soja,"2018","10",San Luis,Rosario N,"0.00010167000000000001",False,
"30136",Soja,"2019","10",San Luis,Rosario N,"0.00051",False,
"30137",Soja,"2015","11",San Luis,Rosario N,"0.00024607",False,
"30138",Soja,"2016","11",San Luis,Rosario N,"0.00024",False,
"30139",Soja,"2017","11",San Luis,Rosario N,"3e-05",False,
"30140",Soja,"2018","11",San Luis,Rosario N,"0.00021",False,
"30141",Soja,"2019","11",San Luis,Rosario N,"0.0003",False,
"30142",Soja,"2015","12",San Luis,Rosario N,"4.877e-05",False,
"30143",Soja,"2016","12",San Luis,Rosario N,"0.00016641",False,
"30144",Soja,"2019","12",San Luis,Rosario N,"0.00015924",False,
"30145",Soja,"2015","1",San Luis,Rosario S,"3.193e-05",False,
"30146",Soja,"2015","2",San Luis,Rosario S,"8.383e-05",False,
"30147",Soja,"2017","2",San Luis,Rosario S,"0.00010056",False,
"30148",Soja,"2017","3",San Luis,Rosario S,"5.422000000000001e-05",False,
"30149",Soja,"2018","3",San Luis,Rosario S,"0.00012",False,
"30150",Soja,"2016","4",San Luis,Rosario S,"8.356e-05",False,
"30151",Soja,"2018","4",San Luis,Rosario S,"2.835e-05",False,
"30152",Soja,"2015","5",San Luis,Rosario S,"0.00029812",False,
"30153",Soja,"2016","5",San Luis,Rosario S,"0.00037929",False,
"30154",Soja,"2017","5",San Luis,Rosario S,"0.00024888",False,
"30155",Soja,"2018","5",San Luis,Rosario S,"0.00098591",False,
"30156",Soja,"2019","5",San Luis,Rosario S,"0.0008821",False,
"30157",Soja,"2020","5",San Luis,Rosario S,"0.000627",False,
"30158",Soja,"2015","6",San Luis,Rosario S,"0.00026209000000000003",False,
"30159",Soja,"2016","6",San Luis,Rosario S,"0.00196926",False,
"30160",Soja,"2017","6",San Luis,Rosario S,"0.0006705499999999999",False,
"30161",Soja,"2018","6",San Luis,Rosario S,"0.00039232",False,
"30162",Soja,"2019","6",San Luis,Rosario S,"0.0009712400000000001",False,
"30163",Soja,"2015","7",San Luis,Rosario S,"0.00106601",False,
"30164",Soja,"2016","7",San Luis,Rosario S,"0.00174966",False,
"30165",Soja,"2017","7",San Luis,Rosario S,"0.0004936399999999999",False,
"30166",Soja,"2018","7",San Luis,Rosario S,"0.00022305",False,
"30167",Soja,"2019","7",San Luis,Rosario S,"0.00035128",False,
"30168",Soja,"2015","8",San Luis,Rosario S,"0.0010217",False,
"30169",Soja,"2017","8",San Luis,Rosario S,"0.00062494",False,
"30170",Soja,"2018","8",San Luis,Rosario S,"6e-05",False,
"30171",Soja,"2019","8",San Luis,Rosario S,"0.00025964",False,
"30172",Soja,"2015","9",San Luis,Rosario S,"0.0008468600000000001",False,
"30173",Soja,"2017","9",San Luis,Rosario S,"0.00030927",False,
"30174",Soja,"2019","9",San Luis,Rosario S,"0.0005",False,
"30175",Soja,"2015","10",San Luis,Rosario S,"0.00031381",False,
"30176",Soja,"2017","10",San Luis,Rosario S,"1.607e-05",False,
"30177",Soja,"2019","10",San Luis,Rosario S,"0.00150343",False,
"30178",Soja,"2015","11",San Luis,Rosario S,"0.0001785",False,
"30179",Soja,"2016","11",San Luis,Rosario S,"0.00024890000000000003",False,
"30180",Soja,"2017","11",San Luis,Rosario S,"0.0006931700000000002",False,
"30181",Soja,"2019","11",San Luis,Rosario S,"0.0008",False,
"30182",Soja,"2016","12",San Luis,Rosario S,"0.00030231",False,
"30183",Soja,"2017","12",San Luis,Rosario S,"3.319e-05",False,
"30184",Soja,"2019","12",San Luis,Rosario S,"0.000159",False,
"30185",Soja,"2017","1",San Luis,Zona 1,"0.0005750299999999999",False,
"30186",Soja,"2017","2",San Luis,Zona 1,"9.099e-05",False,
"30187",Soja,"2017","3",San Luis,Zona 1,"0.00012058",False,
"30188",Soja,"2018","3",San Luis,Zona 1,"0.0009",False,
"30189",Soja,"2017","4",San Luis,Zona 1,"0.0020014300000000002",False,
"30190",Soja,"2018","4",San Luis,Zona 1,"0.0018",False,
"30191",Soja,"2017","5",San Luis,Zona 1,"0.0024470900000000003",False,
"30192",Soja,"2016","6",San Luis,Zona 1,"0.00173884",False,
"30193",Soja,"2017","6",San Luis,Zona 1,"0.0022442500000000006",False,
"30194",Soja,"2016","7",San Luis,Zona 1,"0.00231944",False,
"30195",Soja,"2017","7",San Luis,Zona 1,"0.00122429",False,
"30196",Soja,"2016","8",San Luis,Zona 1,"0.0011245000000000003",False,
"30197",Soja,"2017","8",San Luis,Zona 1,"0.00070324",False,
"30198",Soja,"2016","9",San Luis,Zona 1,"0.00069951",False,
"30199",Soja,"2017","9",San Luis,Zona 1,"0.00033804",False,
"30200",Soja,"2016","10",San Luis,Zona 1,"0.0004158000000000001",False,
"30201",Soja,"2017","10",San Luis,Zona 1,"0.00041416",False,
"30202",Soja,"2017","11",San Luis,Zona 1,"0.00027578000000000005",False,
"30203",Soja,"2016","12",San Luis,Zona 1,"0.00018083000000000002",False,
"30204",Soja,"2017","12",San Luis,Zona 1,"0.00015397999999999999",False,
"30205",Soja,"2015","5",San Luis,Zona 10,"0.002",False,
"30206",Soja,"2015","6",San Luis,Zona 10,"0.0003",False,
"30207",Soja,"2015","7",San Luis,Zona 10,"0.0007675599999999999",False,
"30208",Soja,"2015","8",San Luis,Zona 10,"0.00011997",False,
"30209",Soja,"2019","10",San Luis,Zona 10,"8.98e-05",False,
"30210",Soja,"2018","11",San Luis,Zona 10,"0.00063",False,
"30211",Soja,"2017","1",San Luis,Zona 11,"7.390000000000001e-05",False,
"30212",Soja,"2017","2",San Luis,Zona 11,"2.868e-05",False,
"30213",Soja,"2017","3",San Luis,Zona 11,"0.00013932",False,
"30214",Soja,"2017","4",San Luis,Zona 11,"0.0008286900000000001",False,
"30215",Soja,"2018","4",San Luis,Zona 11,"0.00016976",False,
"30216",Soja,"2016","5",San Luis,Zona 11,"0.00039180000000000004",False,
"30217",Soja,"2017","6",San Luis,Zona 11,"0.00045682",False,
"30218",Soja,"2016","7",San Luis,Zona 11,"0.00014",False,
"30219",Soja,"2017","9",San Luis,Zona 11,"2.676e-05",False,
"30220",Soja,"2019","10",San Luis,Zona 11,"4.0000000000000003e-07",False,
"30221",Soja,"2020","1",San Luis,Zona 12,"0.0005",False,
"30222",Soja,"2017","2",San Luis,Zona 12,"1.6899999999999997e-05",False,
"30223",Soja,"2018","4",San Luis,Zona 12,"1.9600000000000002e-05",False,
"30224",Soja,"2016","5",San Luis,Zona 12,"3.46e-05",False,
"30225",Soja,"2017","5",San Luis,Zona 12,"5.29e-05",False,
"30226",Soja,"2016","12",San Luis,Zona 12,"0.0001",False,
"30227",Soja,"2019","8",San Luis,Zona 13,"0.0003",False,
"30228",Soja,"2015","5",San Luis,Zona 14,"0.001",False,
"30229",Soja,"2017","7",San Luis,Zona 14,"0.0008",False,
"30230",Soja,"2018","7",San Luis,Zona 14,"0.00018",False,
"30231",Soja,"2018","8",San Luis,Zona 14,"2.925e-05",False,
"30232",Soja,"2019","8",San Luis,Zona 14,"3e-05",False,
"30233",Soja,"2018","10",San Luis,Zona 14,"9e-05",False,
"30234",Soja,"2018","12",San Luis,Zona 14,"9e-05",False,
"30235",Soja,"2015","6",San Luis,Zona 18,"9e-05",False,
"30236",Soja,"2016","6",San Luis,Zona 5,"0.00042",False,
"30237",Soja,"2016","7",San Luis,Zona 5,"0.00179",False,
"30238",Soja,"2016","8",San Luis,Zona 5,"0.00044321",False,
"30239",Soja,"2015","6",San Luis,Zona 8,"3.863e-05",False,
"30240",Soja,"2015","7",San Luis,Zona 8,"2e-05",False,
"30241",Soja,"2016","7",San Luis,Zona 8,"4.9460000000000004e-05",False,
"30242",Soja,"2019","7",San Luis,Zona 8,"2.6039999999999998e-05",False,
"30243",Soja,"2016","8",San Luis,Zona 8,"5.322e-05",False,
"30244",Soja,"2019","8",San Luis,Zona 8,"2.636e-05",False,
"30245",Soja,"2015","10",San Luis,Zona 8,"5.872e-05",False,
"30246",Soja,"2017","11",San Luis,Zona 8,"1.649e-05",False,
"30247",Soja,"2019","12",San Luis,Zona 8,"6.992000000000001e-05",False,
"30248",Soja,"2015","1",San Luis,Zona 9,"1.05e-05",False,
"30249",Soja,"2016","1",San Luis,Zona 9,"0.0013425099999999999",False,
"30250",Soja,"2017","1",San Luis,Zona 9,"0.0025007",False,
"30251",Soja,"2018","1",San Luis,Zona 9,"0.00108821",False,
"30252",Soja,"2019","1",San Luis,Zona 9,"6e-05",False,
"30253",Soja,"2016","2",San Luis,Zona 9,"0.00172543",False,
"30254",Soja,"2017","2",San Luis,Zona 9,"0.00076997",False,
"30255",Soja,"2018","2",San Luis,Zona 9,"0.0008183199999999999",False,
"30256",Soja,"2019","2",San Luis,Zona 9,"0.0005298100000000001",False,
"30257",Soja,"2016","3",San Luis,Zona 9,"0.0015530799999999999",False,
"30258",Soja,"2017","3",San Luis,Zona 9,"0.00199373",False,
"30259",Soja,"2018","3",San Luis,Zona 9,"0.0006666800000000002",False,
"30260",Soja,"2019","3",San Luis,Zona 9,"6.05e-05",False,
"30261",Soja,"2016","4",San Luis,Zona 9,"0.0013234400000000006",False,
"30262",Soja,"2017","4",San Luis,Zona 9,"0.00132029",False,
"30263",Soja,"2018","4",San Luis,Zona 9,"0.0016866300000000002",False,
"30264",Soja,"2019","4",San Luis,Zona 9,"0.00127391",False,
"30265",Soja,"2015","5",San Luis,Zona 9,"0.0003425",False,
"30266",Soja,"2016","5",San Luis,Zona 9,"0.00932793",False,
"30267",Soja,"2017","5",San Luis,Zona 9,"0.007782579999999999",False,
"30268",Soja,"2018","5",San Luis,Zona 9,"0.0030015700000000003",False,
"30269",Soja,"2019","5",San Luis,Zona 9,"0.00363497",False,
"30270",Soja,"2015","6",San Luis,Zona 9,"0.00186985",False,
"30271",Soja,"2016","6",San Luis,Zona 9,"0.006418580000000001",False,
"30272",Soja,"2017","6",San Luis,Zona 9,"0.004012650000000001",False,
"30273",Soja,"2018","6",San Luis,Zona 9,"0.00226979",False,
"30274",Soja,"2019","6",San Luis,Zona 9,"0.0017405800000000005",False,
"30275",Soja,"2015","7",San Luis,Zona 9,"0.006039839999999999",False,
"30276",Soja,"2016","7",San Luis,Zona 9,"0.006012690000000001",False,
"30277",Soja,"2017","7",San Luis,Zona 9,"0.0042740999999999986",False,
"30278",Soja,"2018","7",San Luis,Zona 9,"0.00181752",False,
"30279",Soja,"2019","7",San Luis,Zona 9,"0.0015068200000000003",False,
"30280",Soja,"2015","8",San Luis,Zona 9,"0.0027812900000000005",False,
"30281",Soja,"2016","8",San Luis,Zona 9,"0.0034080400000000006",False,
"30282",Soja,"2017","8",San Luis,Zona 9,"0.00600223",False,
"30283",Soja,"2018","8",San Luis,Zona 9,"0.00173446",False,
"30284",Soja,"2019","8",San Luis,Zona 9,"0.0009352999999999999",False,
"30285",Soja,"2015","9",San Luis,Zona 9,"0.00289528",False,
"30286",Soja,"2016","9",San Luis,Zona 9,"0.00127245",False,
"30287",Soja,"2017","9",San Luis,Zona 9,"0.0025816100000000002",False,
"30288",Soja,"2018","9",San Luis,Zona 9,"0.00048794",False,
"30289",Soja,"2019","9",San Luis,Zona 9,"0.0013804399999999997",False,
"30290",Soja,"2015","10",San Luis,Zona 9,"0.00202387",False,
"30291",Soja,"2016","10",San Luis,Zona 9,"0.0029276399999999996",False,
"30292",Soja,"2017","10",San Luis,Zona 9,"0.0031644999999999993",False,
"30293",Soja,"2018","10",San Luis,Zona 9,"0.00041079",False,
"30294",Soja,"2019","10",San Luis,Zona 9,"0.00138708",False,
"30295",Soja,"2015","11",San Luis,Zona 9,"0.0007995699999999998",False,
"30296",Soja,"2016","11",San Luis,Zona 9,"0.00219642",False,
"30297",Soja,"2017","11",San Luis,Zona 9,"0.00204373",False,
"30298",Soja,"2018","11",San Luis,Zona 9,"0.00078217",False,
"30299",Soja,"2019","11",San Luis,Zona 9,"0.00043799",False,
"30300",Soja,"2015","12",San Luis,Zona 9,"0.00026633000000000006",False,
"30301",Soja,"2016","12",San Luis,Zona 9,"0.00119034",False,
"30302",Soja,"2017","12",San Luis,Zona 9,"0.00188096",False,
"30303",Soja,"2018","12",San Luis,Zona 9,"0.00083025",False,
"30304",Soja,"2019","12",San Luis,Zona 9,"0.006298019999999999",False,
"30305",Trigo,"2019","12",San Luis,Bs As,"9e-05",False,
"30306",Trigo,"2018","3",San Luis,Rosario N,"7.643000000000001e-05",False,
"30307",Trigo,"2017","4",San Luis,Rosario N,"0.0015039200000000002",False,
"30308",Trigo,"2015","7",San Luis,Rosario N,"3.62e-06",False,
"30309",Trigo,"2018","7",San Luis,Rosario N,"1.8999999999999998e-06",False,
"30310",Trigo,"2016","12",San Luis,Rosario N,"6.730000000000001e-06",False,
"30311",Trigo,"2017","12",San Luis,Rosario N,"0.0007",False,
"30312",Trigo,"2020","1",San Luis,Rosario S,"0.00047",False,
"30313",Trigo,"2015","2",San Luis,Rosario S,"2.9700000000000004e-06",False,
"30314",Trigo,"2019","3",San Luis,Rosario S,"0.0002",False,
"30315",Trigo,"2019","5",San Luis,Rosario S,"0.00026613",False,
"30316",Trigo,"2019","7",San Luis,Rosario S,"0.00013387000000000002",False,
"30317",Trigo,"2017","9",San Luis,Rosario S,"0.00032877",False,
"30318",Trigo,"2017","10",San Luis,Rosario S,"0.0005",False,
"30319",Trigo,"2017","11",San Luis,Rosario S,"0.00075",False,
"30320",Trigo,"2017","12",San Luis,Rosario S,"0.000602",False,
"30321",Trigo,"2017","1",San Luis,Zona 1,"0.00022815999999999998",False,
"30322",Trigo,"2017","2",San Luis,Zona 1,"0.00110057",False,
"30323",Trigo,"2017","3",San Luis,Zona 1,"0.00011828",False,
"30324",Trigo,"2019","1",San Luis,Zona 10,"0.00014",False,
"30325",Trigo,"2018","2",San Luis,Zona 10,"0.00237318",False,
"30326",Trigo,"2019","2",San Luis,Zona 10,"0.00020608",False,
"30327",Trigo,"2018","3",San Luis,Zona 10,"4.2900000000000004e-06",False,
